fold,test_files,weighted_errors,stacking_errors
3,"[np.int64(0), np.int64(3), np.int64(10), np.int64(11), np.int64(13), np.int64(19), np.int64(27), np.int64(43), np.int64(44), np.int64(48), np.int64(59), np.int64(60), np.int64(69), np.int64(70), np.int64(76), np.int64(84), np.int64(87), np.int64(94)]","[0, 13, 27, 44, 48, 69, 87]","[0, 10, 13, 27, 44, 48, 76, 84, 87]"
