fold,test_files,weighted_errors,stacking_errors
5,"[np.int64(1), np.int64(4), np.int64(14), np.int64(17), np.int64(21), np.int64(25), np.int64(34), np.int64(50), np.int64(51), np.int64(62), np.int64(63), np.int64(66), np.int64(74), np.int64(77), np.int64(80), np.int64(86), np.int64(93), np.int64(98)]","[1, 14, 17, 50, 74, 86]","[1, 14, 17, 50, 74, 86]"
