fold,thr,acc,precision,recall,f1,n_test_files
1,0.44,0.5,0.5,1.0,0.6666666666666666,18
2,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8,18
3,0.4,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724,18
4,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8,18
5,0.44,0.7222222222222222,0.7333333333333333,0.9166666666666666,0.8148148148148148,18
6,0.42000000000000004,0.5,0.5294117647058824,0.9,0.6666666666666666,18
