fold,mode,acc,precision,recall,f1,thr,w_cnn,w_tcn,w_inc
1,stack_xgb,0.5,0.5,0.7777777777777778,0.6086956521739131,0.4,,,
2,stack_xgb,0.6111111111111112,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.4,,,
3,stack_xgb,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724,0.4,,,
4,stack_xgb,0.6666666666666666,0.6666666666666666,1.0,0.8,0.4,,,
5,stack_xgb,0.6666666666666666,0.6875,0.9166666666666666,0.7857142857142857,0.4,,,
6,stack_xgb,0.3888888888888889,0.45454545454545453,0.5,0.47619047619047616,0.4,,,
