delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD,delta_FPOGD,delta_BPOGX,delta_BPOGY,delta_BKDUR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00025999999999998247,-0.00036999999999999533,0.04052000000000078,0.30560000000000187,0.00666,-0.0010999999999999899,-0.005820000000000006,0.0
-0.00020000000000003348,-0.00021999999999999797,0.4059400000000011,-0.15242999999999896,0.006690000000000001,0.0038799999999999946,0.010169999999999998,0.0
-0.00023999999999996247,1.9999999999992246e-05,-0.27146000000000114,-0.10769000000000162,0.00631,0.002919999999999978,0.0015600000000000058,0.0
-0.00021999999999999797,-7.000000000000062e-05,0.19327000000000183,0.0,0.0070199999999999985,0.0,0.0,0.0
-0.000130000000000019,0.0001300000000000051,-0.1601700000000008,0.04502000000000095,0.006770000000000002,0.0019799999999999818,0.001909999999999995,0.0
8.999999999997899e-05,0.00021999999999999797,0.025549999999999073,-0.12622999999999962,0.0072600000000000026,0.0013500000000000179,-0.00021999999999999797,0.0
-0.00029999999999996696,3.999999999999837e-05,0.023859999999999104,-0.18212000000000117,0.006179999999999998,0.00030000000000002247,0.0027500000000000024,0.0
-0.00020999999999998797,-0.00036999999999999533,-0.2602899999999977,0.019999999999999574,0.006670000000000002,0.004830000000000001,-0.016280000000000003,0.0
4.999999999999449e-05,0.0003500000000000031,0.16839999999999833,-0.0009599999999991837,0.006619999999999994,0.003709999999999991,0.010620000000000004,0.0
0.00015999999999999348,0.0004299999999999998,0.112680000000001,0.3982299999999981,0.00723,-0.00018000000000001348,-0.002240000000000006,0.0
0.00020999999999998797,0.0008399999999999935,-0.23327000000000098,-0.332259999999998,0.006110000000000004,0.002620000000000011,0.02238000000000001,0.0
1.0000000000010001e-05,0.0002899999999999986,0.2284000000000006,0.10953999999999908,0.006529999999999994,-0.0010600000000000054,-0.019860000000000003,0.0
3.999999999998449e-05,0.00014999999999999736,-0.12143999999999977,-0.03329000000000093,0.006440000000000001,-0.0018199999999999883,-0.010760000000000006,0.0
8.00000000000245e-05,-0.0002299999999999941,0.10418999999999912,0.1706200000000031,0.0066900000000000015,0.002610000000000001,-0.012329999999999994,0.0
2.999999999997449e-05,-0.00038000000000000533,0.2300299999999993,-0.35630000000000095,0.007040000000000005,-0.0006099999999999994,-0.004420000000000007,0.0
-1.0000000000010001e-05,-0.0003599999999999992,-0.2225999999999999,-0.00980000000000203,0.0066900000000000015,0.0,0.0,0.0
4.999999999999449e-05,-0.000789999999999999,0.013030000000000541,0.20699000000000112,0.006849999999999995,0.002829999999999999,-0.023439999999999996,0.0
0.00030000000000002247,-0.00066999999999999,0.20551999999999992,-0.35179000000000116,0.006409999999999999,0.00046999999999997044,-0.005090000000000004,0.0
0.00021999999999999797,-0.0009400000000000103,-0.6502400000000002,0.4671500000000002,0.006890000000000007,0.0008299999999999974,0.005320000000000005,0.0
0.00024000000000001798,-0.00028000000000000247,0.7354699999999994,0.06103000000000236,0.006319999999999992,0.0006000000000000449,0.026149999999999993,0.0
