fold,thr_file,hybrid_mode,param1,param2,acc_val_baseline,acc_val_hybrid,acc,precision,recall,f1
1,0.4,fraction,0.45,0.1,0.6666666666666666,0.6388888888888888,0.5,0.5,1.0,0.6666666666666666
2,0.47000000000000003,fraction,0.45,0.1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.7692307692307693
3,0.4,fraction,0.45,0.1,0.5833333333333334,0.5833333333333334,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724
4,0.4,fraction,0.45,0.1,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.6666666666666666,1.0,0.8
5,0.4,fraction,0.45,0.1,0.5833333333333334,0.5,0.7777777777777778,0.75,1.0,0.8571428571428571
6,0.51,fraction,0.45,0.1,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.46153846153846156,0.6,0.5217391304347826
