fold,thr,acc,precision,recall,f1,n_test_files
1,0.48000000000000004,0.5,0.5,0.6666666666666666,0.5714285714285714,18
2,0.4,0.6666666666666666,0.6875,0.9166666666666666,0.7857142857142857,18
3,0.4,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724,18
4,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8,18
5,0.4,0.7222222222222222,0.7058823529411765,1.0,0.8275862068965517,18
6,0.47000000000000003,0.3888888888888889,0.4666666666666667,0.7,0.56,18
