fold,thr,acc,precision,recall,f1,n_test_files
1,0.45,0.4444444444444444,0.46153846153846156,0.6666666666666666,0.5454545454545454,18
2,0.45,0.6666666666666666,0.6875,0.9166666666666666,0.7857142857142857,18
3,0.46,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724,18
4,0.45,0.6666666666666666,0.6666666666666666,1.0,0.8,18
5,0.45,0.7222222222222222,0.7692307692307693,0.8333333333333334,0.8,18
6,0.45,0.4444444444444444,0.5,0.8,0.6153846153846154,18
