delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD
0.0,0.0,0.0,0.0
-0.0001100000000000545,-0.0011799999999999866,-0.037599999999997635,0.2451599999999985
-0.00022999999999995246,-0.0009200000000000041,0.1366499999999995,0.13345999999999947
-7.00000000000145e-05,-0.0009699999999999986,0.0,-0.17861999999999867
-7.00000000000145e-05,-0.0008900000000000019,0.01548000000000016,0.12294999999999945
-0.00014999999999998348,-0.0011200000000000099,-0.018670000000000186,0.04983999999999966
-0.000250000000000028,-0.0006200000000000094,0.018670000000000186,0.15142000000000166
-0.00023999999999996247,-0.0005799999999999972,0.002799999999997027,0.05305999999999855
-0.00036000000000002697,0.0,0.005120000000001568,0.004410000000000025
-0.00012999999999996348,-0.0008099999999999774,-0.025459999999998928,-0.02563999999999922
-9.00000000000345e-05,-0.0005600000000000049,0.395979999999998,-0.055460000000000065
-4.999999999999449e-05,-0.0005600000000000049,-0.1475200000000001,-0.4120500000000007
-2.0000000000020002e-05,-0.0006099999999999994,0.016140000000000043,0.21518999999999977
2.0000000000020002e-05,-0.00040000000000001146,-0.21577999999999875,-0.04808999999999841
-2.999999999997449e-05,0.00039000000000000146,-0.1232299999999995,0.1866500000000002
0.00010999999999999899,0.0005700000000000149,0.0691299999999977,-0.028780000000001138
9.999999999998899e-05,0.00045000000000000595,-0.05868999999999858,0.34403000000000006
0.00021999999999999797,0.0004599999999999882,0.20457000000000036,0.16574999999999918
9.999999999998899e-05,0.00020999999999998797,0.13848000000000127,-0.23537999999999926
8.999999999997899e-05,0.00012000000000000899,0.25272000000000006,0.08211000000000013
-0.00028000000000000247,-0.0003499999999999892,-0.21865999999999985,0.16775000000000162
-4.999999999999449e-05,-0.00041000000000002146,-0.08828000000000102,-0.1621200000000016
-3.999999999998449e-05,-0.00039000000000000146,-0.09891000000000005,-0.10566999999999993
0.00017000000000000348,0.00011000000000002674,0.060369999999998925,0.21687999999999974
8.999999999997899e-05,0.00025999999999998247,0.48507999999999996,0.10418999999999912
0.00012000000000000899,0.0005000000000000004,0.07038000000000011,-0.034089999999999065
6.0000000000004494e-05,0.00032999999999999696,-0.34272999999999954,0.20266000000000162
0.00019000000000002348,0.0005400000000000127,0.07602999999999938,0.0013799999999974943
0.00017000000000000348,0.00045000000000000595,-0.0247099999999989,0.10072000000000259
0.00024999999999997247,0.0005699999999999872,0.08131999999999806,0.035949999999999704
0.00019000000000002348,0.0004800000000000082,0.023320000000001784,0.05086000000000013
0.00014999999999998348,0.0003599999999999992,-0.0012499999999988631,0.0
4.999999999999449e-05,6.0000000000004494e-05,0.016289999999997917,0.1237599999999972
6.0000000000004494e-05,-0.00021999999999999797,0.0,-0.11135999999999768
1.0000000000010001e-05,-0.0005100000000000104,0.049140000000001294,0.19672999999999874
0.00025999999999998247,-0.0007399999999999907,0.12425999999999959,0.1405700000000003
0.00031000000000003247,-0.0007300000000000084,-0.1750700000000016,0.0367299999999986
0.00031999999999998696,-0.0006500000000000117,0.13427000000000078,0.052530000000000854
0.00018000000000001348,-0.00017999999999998573,0.20157000000000025,-0.05492999999999881
-0.00017000000000000348,-0.000130000000000019,0.12716999999999956,0.08419999999999916
-0.000140000000000029,0.0,-0.020949999999999136,0.06755000000000067
-0.00036999999999998145,0.00010000000000001674,0.0,-0.06755000000000067
-0.00014999999999998348,0.0,-0.0021599999999999397,0.358509999999999
-0.000140000000000029,6.999999999998674e-05,0.012529999999998154,0.17179000000000144
-0.00028000000000000247,0.0,0.1419700000000006,-0.04604000000000141
-0.00014999999999998348,0.00030000000000002247,-0.07656000000000063,-0.022119999999997475
-0.00012000000000000899,0.0004899999999999904,0.01769000000000176,0.12480000000000047
0.00042999999999998595,0.0006299999999999917,-0.07310000000000016,0.22607999999999961
