fold,thr,acc,precision,recall,f1,n_test_files
1,0.38999999999999996,0.5555555555555556,0.5294117647058824,1.0,0.6923076923076923,18
2,0.49,0.7222222222222222,0.7333333333333333,0.9166666666666666,0.8148148148148148,18
3,0.62,0.5555555555555556,0.6153846153846154,0.7272727272727273,0.6666666666666666,18
4,0.47,0.6111111111111112,0.6666666666666666,0.8333333333333334,0.7407407407407407,18
5,0.52,0.3888888888888889,0.5384615384615384,0.5833333333333334,0.56,18
6,0.35,0.2222222222222222,0.3,0.3,0.3,18
