fold,thr,acc,precision,recall,f1
1,0.62,0.4444444444444444,0.47058823529411764,0.8888888888888888,0.6153846153846154
2,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8
3,0.4,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724
4,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8
5,0.4,0.6666666666666666,0.6666666666666666,1.0,0.8
6,0.4,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143
