fold,thr,acc,precision,recall,f1,n_test_files
1,0.47,0.5555555555555556,0.5333333333333333,0.8888888888888888,0.6666666666666666,18
2,0.35,0.6666666666666666,0.6666666666666666,1.0,0.8,18
3,0.35,0.6111111111111112,0.6111111111111112,1.0,0.7586206896551724,18
4,0.35,0.6666666666666666,0.6666666666666666,1.0,0.8,18
5,0.35,0.7222222222222222,0.7058823529411765,1.0,0.8275862068965517,18
6,0.55,0.3333333333333333,0.25,0.1,0.14285714285714285,18
