FPOGX,FPOGY,LPD,RPD,FPOGD,BPOGX,BPOGY,BKDUR,delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD,delta_FPOGD,delta_BPOGX,delta_BPOGY,delta_BKDUR
0.37969,0.22674,20.54084,16.81661,0.01929,0.37723,0.19961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37958,0.22556,20.50324,17.06177,0.01929,0.37725,0.19976,0.0,-0.00011,-0.00118,-0.0376,0.24516,0.0083,2e-05,0.00015,0.0
0.37935,0.22464,20.63989,17.19523,0.01929,0.37416,0.20326,0.0,-0.00023,-0.00092,0.13665,0.13346,0.00659,-0.00309,0.0035,0.0
0.37928,0.22367,20.63989,17.01661,0.02026,0.37748,0.20046,0.0,-7e-05,-0.00097,0.0,-0.17862,0.00537,0.00332,-0.0028,0.0
0.37921,0.22278,20.65537,17.13956,0.02734,0.37748,0.20046,0.0,-7e-05,-0.00089,0.01548,0.12295,0.00708,0.0,0.0,0.0
0.37906,0.22166,20.6367,17.1894,0.03418,0.37517,0.1928,0.0,-0.00015,-0.00112,-0.01867,0.04984,0.00684,-0.00231,-0.00766,0.0
0.37881,0.22104,20.65537,17.34082,0.04101,0.372,0.20418,0.0,-0.00025,-0.00062,0.01867,0.15142,0.00683,-0.00317,0.01138,0.0
0.37857,0.22046,20.65817,17.39388,0.04712,0.372,0.20418,0.0,-0.00024,-0.00058,0.0028,0.05306,0.00611,0.0,0.0,0.0
0.37821,0.22046,20.66329,17.39829,0.05371,0.36772,0.22052,0.0,-0.00036,0.0,0.00512,0.00441,0.00659,-0.00428,0.01634,0.0
0.37808,0.21965,20.63783,17.37265,0.0603,0.37402,0.19542,0.0,-0.00013,-0.00081,-0.02546,-0.02564,0.00659,0.0063,-0.0251,0.0
0.37799,0.21909,21.03381,17.31719,0.06738,0.37516,0.20159,0.0,-9e-05,-0.00056,0.39598,-0.05546,0.00708,0.00114,0.00617,0.0
0.37794,0.21853,20.88629,16.90514,0.07373,0.37651,0.20075,0.0,-5e-05,-0.00056,-0.14752,-0.41205,0.00635,0.00135,-0.00084,0.0
0.37794,0.21792,20.90243,17.12033,0.08032,0.3773,0.19769,0.0,0.0,-0.00061,0.01614,0.21519,0.00659,0.00079,-0.00306,0.0
0.37792,0.21791,20.68665,17.07224,0.08715,0.37844,0.20397,0.0,-2e-05,-1e-05,-0.21578,-0.04809,0.00683,0.00114,0.00628,0.0
0.37794,0.21791,20.56342,17.25889,0.09375,0.37684,0.2315,0.0,2e-05,0.0,-0.12323,0.18665,0.0066,-0.0016,0.02753,0.0
0.37802,0.21848,20.63255,17.23011,0.10058,0.38221,0.23909,0.0,8e-05,0.00057,0.06913,-0.02878,0.00683,0.00537,0.00759,0.0
0.37812,0.21893,20.57386,17.57414,0.10742,0.38153,0.23567,0.0,1e-04,0.00045,-0.05869,0.34403,0.00684,-0.00068,-0.00342,0.0
0.37834,0.21939,20.77843,17.73989,0.11401,0.38675,0.23663,0.0,0.00022,0.00046,0.20457,0.16575,0.00659,0.00522,0.00096,0.0
0.37844,0.2196,20.91691,17.50451,0.1206,0.38254,0.22787,0.0,1e-04,0.00021,0.13848,-0.23538,0.00659,-0.00421,-0.00876,0.0
0.37844,0.2196,21.16963,17.58662,0.12719,0.38196,0.22472,0.0,0.0,0.0,0.25272,0.08211,0.00659,-0.00058,-0.00315,0.0
