delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD,delta_FPOGD,delta_BPOGX,delta_BPOGY,delta_BKDUR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.000270000000000048,-0.00017000000000000348,0.12173999999999552,-0.023450000000003968,0.00677,0.0,0.0,0.0
0.00027999999999994696,-0.0002999999999999947,0.03543000000000518,0.5376600000000025,0.00702,-0.006190000000000029,-0.0010799999999999976,0.0
0.00032000000000004247,-0.00042999999999998595,0.009419999999998652,-0.04939000000000249,0.00665,0.0023799999999999932,-0.004840000000000011,0.0
0.00031999999999998696,-0.0004400000000000237,-0.07912999999999926,-0.08019999999999783,0.00672,0.0,0.0,0.0
0.000130000000000019,-0.0003499999999999892,0.04177999999999571,-1.3750599999999977,0.00665,-0.00017999999999995797,0.0019900000000000195,0.0
0.00025999999999998247,-0.00043999999999999595,0.008030000000005089,0.19852000000000203,0.006769999999999998,0.002789999999999959,-0.007890000000000008,0.0
0.00025999999999998247,-0.0004300000000000137,0.01712999999999454,0.43130000000000024,0.006170000000000002,0.0,0.0,0.0
0.00035000000000001696,1.0000000000010001e-05,0.030030000000003554,0.47880999999999574,0.0071400000000000005,0.0015400000000000413,0.021070000000000005,0.0
0.00024999999999997247,-1.0000000000010001e-05,0.08774999999999977,-0.2609599999999972,0.006589999999999999,-0.006810000000000038,0.0031899999999999984,0.0
0.000250000000000028,-1.9999999999992246e-05,-0.0702800000000039,-0.13260999999999967,0.006530000000000001,0.0,0.0,0.0
0.00017000000000000348,-0.00021999999999999797,-0.027969999999996276,0.8344199999999944,0.006589999999999999,0.00276000000000004,-0.00953000000000001,0.0
0.00012999999999996348,-0.00018000000000001348,-0.0033799999999999386,0.16674000000000433,0.007080000000000003,-0.0024400000000000532,0.0069099999999999995,0.0
0.000130000000000019,-0.00016999999999997573,0.03885999999999967,0.11560999999999666,0.0063499999999999945,0.0,0.0,0.0
0.00029000000000001247,-0.00021000000000001573,0.045369999999998356,-0.38400000000000034,0.006780000000000008,0.003720000000000001,0.0008599999999999997,0.0
0.00024000000000001798,-0.0006199999999999817,0.1034000000000006,0.07747000000000526,0.006829999999999989,-0.003149999999999986,-0.0026499999999999857,0.0
0.00022999999999995246,-0.0006200000000000094,0.035080000000000666,0.05166999999999433,0.0064700000000000035,0.0,0.0,0.0
0.00043000000000004146,-0.00037999999999999146,0.06280999999999892,0.09772000000000247,0.006350000000000008,0.008660000000000001,0.0018699999999999828,0.0
0.00017000000000000348,-0.00029000000000001247,-0.09790999999999883,-0.027360000000001605,0.0068999999999999895,-0.012170000000000014,0.0017900000000000138,0.0
0.00017000000000000348,-0.00029000000000001247,-0.06477999999999895,0.02726000000000539,0.006830000000000003,0.0,0.0,0.0
0.00021999999999999797,-0.00041999999999997595,-0.04574000000000211,0.10429999999999495,0.006780000000000008,0.006740000000000024,-0.00739999999999999,0.0
