fold,thr,acc,precision,recall,f1,f1_macro
1,0.4987774,0.4444444444444444,0.4166666666666667,0.625,0.5,0.4375
2,0.5124325,0.2222222222222222,0.0,0.0,0.0,0.18181818181818182
3,0.51457584,0.5,0.46153846153846156,0.75,0.5714285714285714,0.4857142857142857
4,0.51025283,0.6111111111111112,0.875,0.5384615384615384,0.6666666666666666,0.6
5,0.4324311,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,0.35714285714285715
6,0.48409072,0.6666666666666666,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5846153846153846
