fold,thr,acc,precision,recall,f1,n_test_files
1,0.63,0.5,0.0,0.0,0.0,18
2,0.6100000000000001,0.3888888888888889,0.6666666666666666,0.16666666666666666,0.26666666666666666,18
3,0.6100000000000001,0.3888888888888889,0.0,0.0,0.0,18
4,0.6000000000000001,0.5,0.8,0.3333333333333333,0.47058823529411764,18
5,0.6100000000000001,0.3333333333333333,0.0,0.0,0.0,18
6,0.63,0.2777777777777778,0.2857142857142857,0.2,0.23529411764705882,18
