FPOGX,FPOGY,LPD,RPD,FPOGD,BPOGX,BPOGY,BKDUR,delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD,delta_FPOGD,delta_BPOGX,delta_BPOGY,delta_BKDUR
0.47260864212729287,0.077615455234902,0.5536115961021371,0.8301161732360494,0.0,0.1872172153761265,0.08273035421178893,0.0,0.5,0.6793060461250778,0.46566467966862696,0.3981515719587603,0.9793273364216146,0.5031024819855887,0.6452700636163446,0.5
0.4721531453896343,0.0763880573184848,0.5466876555689179,0.8137065260899002,0.008408937207314117,0.1866838329961375,0.0795252571361972,0.0,0.4997617821272212,0.6783933394675136,0.46014227937267754,0.3873962091374392,0.9877837518767083,0.5016513210568457,0.6427468191827748,0.5
0.4722270097254709,0.07711651299245599,0.5577834673167705,0.8288250357566777,0.017443121642486188,0.2012506897185948,0.11526694573673527,0.0,0.5000386299253154,0.6798477338161526,0.4745144833008443,0.40806068550249663,0.9884125293536423,0.5427341873498802,0.6734080621482752,0.5
0.4720792810537978,0.07504091326388057,0.5475074286258068,0.8291466364320755,0.02647730607765826,0.194684568695972,0.05935257039073047,0.0,0.49992274014936905,0.6777626072244813,0.4574687110816783,0.3983623584501869,0.9884125293536424,0.48523819055244216,0.6012509175434305,0.5
0.4719192416594854,0.07300522891470083,0.557281869358612,0.8230387730952445,0.0339547525169391,0.1938201213904726,0.05620574780742223,0.0,0.49991630182848323,0.6777922887418004,0.47346058348042447,0.39414829963574277,0.9868470017580105,0.5007506004803846,0.6427926963542941,0.5
0.4715376092576634,0.07331457310501736,0.5664802533487385,0.8293021556714807,0.04361418417996912,0.1854699282692661,0.10470955021804372,0.0,0.49980041205253667,0.6795360778843014,0.4730011318269924,0.4022567761411653,0.9890413068305766,0.4803843074459575,0.6834551627110351,0.5
0.4712175304690385,0.0736837903644274,0.557916040274575,0.8327494381093523,0.051091630619249956,0.1866470480044142,0.10651605947883178,0.0,0.4998326036569663,0.6795806001602801,0.4588340298979616,0.400411021722467,0.9868470017580103,0.5063050440352285,0.6466922559334476,0.5
0.47095900529361073,0.07426256336566478,0.550870423191042,0.82010648879442,0.05919432428638875,0.18810005517748762,0.11268344324550071,0.0,0.4998647952613959,0.6797364281262058,0.46004523252280377,0.3898650130947825,0.9874757792349447,0.5070556445156127,0.6501253976021533,0.5
0.47106980179736546,0.07406298646868638,0.5407923359028273,0.8240053961898152,0.0679095050338782,0.2011955122310097,0.09376365808412893,0.0,0.5000579448879732,0.6791576385384821,0.4576265932702789,0.40070702993239793,0.988091724518472,0.5387309847878301,0.6303752752630292,0.5
0.47062661578234644,0.07451203448688778,0.5774057179261521,0.8130400150638776,0.07631844224119232,0.17984182453558942,0.1106923980924816,0.0,0.4997682204481072,0.6796399631949185,0.4948668010258576,0.39096454036489686,0.9877837518767082,0.44500600480384334,0.6585973819427453,0.5
0.47022036193524563,0.07493114597054244,0.5712546958976115,0.8045032107256558,0.08504638313618905,0.17984182453558942,0.1106923980924816,0.0,0.4997875354107649,0.6796177020569291,0.4607587441384426,0.39255630064217073,0.9881045567118786,0.5031024819855887,0.6452700636163446,0.5
0.47025729410316386,0.07518061709176545,0.5439446665899075,0.8289747275772761,0.09345532034350316,0.19729630310833174,0.10670059537106281,0.0,0.5000193149626577,0.6794915556083226,0.4438827314835334,0.41419092004364677,0.9877837518767082,0.5505904723779022,0.6421274773672622,0.5
0.4703065369937215,0.07578932662754959,0.55175848040154,0.8169356445361939,0.10218326123849991,0.19852860033106487,0.1174425267819854,0.0,0.5000257532835437,0.679758689264195,0.471896825583056,0.390260804717416,0.9881045567118786,0.5064551641313053,0.6537267555664302,0.5
0.4703065369937215,0.07603879774877259,0.5563716561195496,0.814300558594514,0.11028595490563872,0.19654221077800257,0.10814774526276939,0.0,0.5,0.6794915556083226,0.4693440588932429,0.3964244595403326,0.9874757792349447,0.4976981585268222,0.637952654758992,0.5
0.47025729410316386,0.07537021514389493,0.5570192659380845,0.8206633715041406,0.11869489211295284,0.193801728894611,0.07968065578228649,0.0,0.49997424671645635,0.6788088807099819,0.46618120066362656,0.4023219456906098,0.9877837518767082,0.4956465172137718,0.6228590653290924,0.5
0.4701464975994091,0.07383347303716122,0.5599950748238142,0.8079894640267975,0.12741007286044226,0.19060143461467718,0.05080564485581919,0.0,0.49994205511202683,0.67816330770829,0.4680381269552405,0.38984472220942434,0.9880917245184718,0.49439551641313073,0.6225379251284562,0.5
0.4700357010956543,0.07237656168921884,0.5373534296987397,0.8012649869374765,0.13551276652758107,0.19050947213536876,0.050368586163693045,0.0,0.4999420551120268,0.6782226707429284,0.44760614390570397,0.3937441529426677,0.9874757792349447,0.5028522818254606,0.6449259848299488,0.5
0.46999876892773607,0.07207719634375125,0.54608290495318,0.8197262497172793,0.14485319450292844,0.19429832628287658,0.0869843921484834,0.0,0.4999806850373423,0.6790834347451842,0.47262713933986705,0.4102516236885822,0.988720501995406,0.5134107285828666,0.6740962197210668,0.5
0.4701711190446879,0.07252624436195265,0.5554331122210112,0.8185818903491024,0.15295588817006725,0.2046716939488688,0.11258631909169489,0.0,0.5000901364924027,0.6796399631949185,0.47312222312026764,0.39740152534940304,0.9874757792349447,0.5313250600480381,0.6654254343038906,0.5
0.47035577988427923,0.07320480581167924,0.5603837133576517,0.8133889317649321,0.16199007260523932,0.20660290601434608,0.12186167578014975,0.0,0.5000965748132887,0.6798106319195036,0.46961318284408676,0.39474795497715115,0.9884125293536424,0.5083566853482784,0.6525721800831906,0.5
0.4703065369937215,0.07260607512074402,0.5354127795246333,0.8111967296525656,0.17071801350023605,0.19370976641530258,0.0754848923378755,0.0,0.49997424671645635,0.6788608233652904,0.4457483485378226,0.39671473855910366,0.9881045567118786,0.46802441953562923,0.6087594812821141,0.5
0.4703188477163609,0.07229673093042749,0.5341059370529069,0.8078237468044802,0.17882070716737483,0.19657899576972587,0.08561494157982148,0.0,0.5000064383208859,0.6790760143658543,0.4646223675317741,0.39594082031991323,0.9874757792349445,0.510908726981585,0.653245045265476,0.5
0.47035577988427923,0.07223685786133396,0.5452874672063536,0.8016790978864315,0.18785489160254693,0.19843663785175644,0.09487087343751517,0.0,0.5000193149626577,0.6792615238490991,0.4745828506338896,0.3941241892896113,0.9884125293536424,0.5081565252201764,0.6525568876926843,0.5
0.47066354795026466,0.07327465772562167,0.5538542227755983,0.8037277998106818,0.19657007235003635,0.2154680890196799,0.1385476054039879,0.0,0.5001609580221478,0.6800777655753761,0.4724973572839164,0.3994943511368744,0.988091724518472,0.5494395516413128,0.6796550036701737,0.5
0.47116828757848084,0.07473156907356403,0.5460861738754271,0.8198715709737726,0.2052980132450331,0.22832444362700022,0.15740911607307617,0.0,0.5002639711563225,0.6803894215072274,0.459469034957434,0.40873267188229945,0.9881045567118788,0.5380804643714975,0.6601189747981404,0.5
0.4716360950387788,0.07595896698998122,0.54211552298579,0.8114021461655038,0.21370695045234722,0.2273864263380541,0.15091151018346752,0.0,0.5002446561936646,0.6802187527826422,0.46249776574976226,0.39260046315736197,0.9877837518767082,0.5005504403522821,0.6401547589919259,0.5
0.4716607164840576,0.07612860735241288,0.5363662151800759,0.8022611113397564,0.22211588765966134,0.20029427993378698,0.10787579763211312,0.0,0.5000128766417719,0.6794321925736844,0.46107914358907054,0.3921602703032389,0.9877837518767083,0.4293935148118497,0.6113897724492294,0.5
0.471525298535024,0.07548996128208198,0.5568685323011288,0.7983880631153163,0.23021858132680015,0.1889277174912635,0.07278484086207399,0.0,0.499929178470255,0.6788311418479713,0.48201692902630716,0.39561306284230424,0.9874757792349445,0.47217774219375525,0.6176443601663812,0.5
0.4713406376954327,0.07455194986628347,0.5404174994851447,0.8005420227917635,0.23832127499393893,0.18539635828581935,0.05808024397587435,0.0,0.4999034251867113,0.6786085304680776,0.4525436558736084,0.39956334014709216,0.9874757792349445,0.4934947958366701,0.6336937240029362,0.5
0.47138988058599035,0.07441224603839858,0.5511733433192855,0.7997899215520166,0.24673021220125305,0.20139782968548828,0.09284097862297375,0.0,0.5000257532835437,0.6792021608144608,0.47424333150537623,0.397658622802706,0.9877837518767083,0.5466373098478781,0.6726357964276977,0.5
0.4715129878123846,0.07404302877898854,0.5344044986181539,0.8131022956023749,0.25513914940856713,0.20673165348537795,0.08180767475063372,0.0,0.5000643832088592,0.6790314920898756,0.45229017529557997,0.4068768913790712,0.9877837518767082,0.5176140912730187,0.6365839858086617,0.5
0.4715868521482211,0.0738833672614058,0.5347041498241502,0.7986109618846747,0.2638670903035639,0.21114585249218318,0.10310700168024785,0.0,0.5000386299253154,0.6791873200558013,0.4659036756421966,0.38865352788075064,0.9881045567118788,0.5151120896717376,0.6620381698067042,0.5
0.4720177274406007,0.07378357881291661,0.5304287627383544,0.7986269872863931,0.272901274738736,0.2245723744712157,0.12779596157768475,0.0,0.5002253412310068,0.6792318423317799,0.4622547140869441,0.39816207547588683,0.9884125293536424,0.5396317053642913,0.6647066919500857,0.5
0.4722393204481103,0.0736338961401828,0.5602801974864894,0.8016295648265742,0.28099120825836743,0.21927533566304944,0.13367197288293625,0.0,0.5001158897759465,0.6791947404351311,0.48947360340168033,0.4001195491222044,0.9874629470415377,0.48869095276221053,0.649896011744556,0.5
0.47246091345561986,0.07349419231229791,0.5408787807355875,0.7964693854731919,0.2897191491533642,0.22008460548096373,0.13647886092792416,0.0,0.5001158897759465,0.6792021608144607,0.45019048703323716,0.39476943944400106,0.9881045567118788,0.5053042433947155,0.6474798140445315,0.5
0.4724239812877016,0.07314493274258571,0.5290859621219083,0.7785355040954006,0.2990595771287116,0.19575133345595,0.12006487893474227,0.0,0.4999806850373423,0.6790463328485353,0.4562589569172821,0.3863971814289223,0.988720501995406,0.4368995196156933,0.6323479936383656,0.5
0.4721531453896343,0.07319482696683031,0.5244299272011016,0.8145216362954953,0.3071622707958504,0.20207835203237082,0.12156059090335174,0.0,0.49985835694051,0.6793431480217268,0.4619511167774883,0.421737935815394,0.9874757792349445,0.5203162530024017,0.6464475776853439,0.5
0.471906930936846,0.07344429808805332,0.520904576164254,0.805635186828868,0.31589021169084713,0.199466617620011,0.11004166626198268,0.0,0.4998712335822818,0.6794915556083226,0.46285292825109114,0.39232713299577254,0.9881045567118788,0.4959967974379506,0.6362016760459996,0.5
0.4719807952726825,0.07403304993413962,0.5532959634984879,0.7973107190634172,0.3236739016703033,0.18776899025197719,0.11333417507599963,0.0,0.5000386299253154,0.6797438485055355,0.49149942018128345,0.39269547224409784,0.9871549743997741,0.4712770216172946,0.6478621238071937,0.5
0.4721654561122738,0.0746617171596216,0.5453869877281027,0.7966478501741487,0.3327080861054754,0.20446937649439023,0.099765930789328,0.0,0.5000965748132886,0.6797735300228548,0.45935663442683394,0.39771710829579715,0.9884125293536424,0.5485388310648517,0.6345883288475656,0.5
0.4723624276745045,0.07536023629904602,0.5367519480052492,0.793480648052677,0.34299276499636333,0.20446937649439023,0.099765930789328,0.0,0.5001030131341746,0.6798254726781632,0.4587775399405725,0.3960756950284705,0.9896700843075107,0.5031024819855887,0.6452700636163446,0.5
0.4739135787270713,0.07871312816828324,0.5311348499437564,0.7910633618888996,0.3514017022036775,0.2885782600698914,0.25579588387836166,0.0,0.5008112284316251,0.6817992935798878,0.46118459150953034,0.3965672118867348,0.9877837518767083,0.7319355484387509,0.7681061903596772,0.5
0.48991751815831586,0.1204646150161657,0.5128437771161641,0.7386803300212956,0.3514017022036775,0.3492367114217399,0.3060090713959654,0.0,0.5083698171516868,0.7103529132409249,0.4510760757498462,0.3638182003512471,0.9793273364216146,0.6681345076060852,0.6848008930756055,0.5
0.5314908285116337,0.2061928711132399,0.4859670616130098,0.7601835054182248,0.3514017022036775,0.3498252712893139,0.310816717009353,0.0,0.521742209631728,0.7430545249473152,0.4442283341459196,0.41224538221224594,0.9793273364216146,0.5047037630104081,0.6490549302666994,0.5
0.5682260248676597,0.2632020117351215,0.4726632744939437,0.7291339253748031,0.3514017022036775,0.4523266507265036,0.3938578685133205,0.0,0.5192119495235642,0.7216986732361758,0.45505383782631276,0.3778007688097103,0.9793273364216146,0.781975580464372,0.7106450330315636,0.5
0.619721777668349,0.34898016205644034,0.473035205202962,0.7359909762419778,0.3514017022036775,0.4564097848077984,0.3944114761900136,0.0,0.5269314962657738,0.7430916268439641,0.46596132436794246,0.4026458837074456,0.9793273364216146,0.514211369095276,0.6457058967457793,0.5
0.6320571217530468,0.366792400111763,0.473078427619342,0.7311775283075973,0.3514017022036775,0.4563546073202132,0.4010353434795699,0.0,0.5064511975276847,0.6925514232287553,0.46569915302723874,0.39499669736001247,0.9793273364216146,0.5029523618895114,0.6504847687790557,0.5
0.6276006401575772,0.37265996088292813,0.4722226964177334,0.7381205336021717,0.3514017022036775,0.41798786095273116,0.40083138275657765,0.0,0.4976693278392996,0.683669229170995,0.46498216510652984,0.40270222075385176,0.9793273364216146,0.3987189751801449,0.6451094935160265,0.5
0.6259386926012557,0.3757334450963956,0.4673349312309562,0.7327024909665903,0.025545815309624978,0.4213169027036969,0.4013849904332708,0.0,0.49913082668040176,0.6815915229586536,0.46176629322459445,0.3946004283047824,0.6516316133916771,0.5121597277822261,0.6457058967457794,0.5
0.6248922811769051,0.376561689218856,0.4799911085314875,0.7337204681893954,0.0339547525169391,0.42105940776163325,0.3964510834199357,0.0,0.4994527427246975,0.6799219376094504,0.47575900051594155,0.39881878401259646,0.9877837518767083,0.5024019215372301,0.6413857964276978,0.5
0.6249907669580205,0.3783778389813595,0.47616646950222663,0.7309120165382146,0.042363689724253216,0.4280485561890749,0.4038033818630355,0.0,0.5000515065670873,0.6806565551630999,0.46261422196961066,0.39631083058232697,0.9877837518767082,0.5221176941553245,0.6510582334230487,0.5
0.627095900529361,0.37786891789406457,0.4703841092604572,0.7272523975275719,0.050772626931567325,0.4494758138679418,0.3915171764066005,0.0,0.501100952871491,0.6789276067792585,0.46105278160895563,0.3957529505931264,0.9877837518767082,0.5613991192954361,0.6355976266209935,0.5
0.6286962944724855,0.37634215463217974,0.4738676907352569,0.7292748760671917,0.05950056782656407,0.44958616884311203,0.3825526170103243,0.0,0.5008369817151685,0.6781707280876198,0.4684431164959076,0.3994771635633946,0.9881045567118786,0.5034027221777427,0.6382126253976023,0.5
0.6296934630062784,0.3745958567836187,0.46774754186127343,0.7297224946742856,0.06760326149370287,0.4463674820673165,0.37772554656617546,0.0,0.5005215039917589,0.6780074797423643,0.4607833679660225,0.39844495428940957,0.9874757792349447,0.49434547638110515,0.6414699045754834,0.5
0.6305798350363166,0.3747056240769568,0.47235708544345295,0.7301916018882294,0.07694368946905027,0.4475629942983263,0.3923524441293305,0.0,0.5004635591037858,0.6793876702977055,0.4693411619723512,0.3984590385510111,0.9887205019954061,0.506355084067254,0.656785233667727,0.5
0.6312815462267635,0.37461581447331654,0.46839151954397806,0.7201272853952866,0.0844211359083311,0.44732389185212423,0.3904099610532143,0.0,0.500366984290497,0.6792392627111097,0.4625018214390106,0.3915551244869688,0.9868470017580103,0.5024519615692556,0.6437408245656961,0.5
0.6314785177889942,0.37482537021514384,0.4554894466477384,0.7190841774288772,0.09345532034350316,0.4403347434246826,0.39381901885179815,0.0,0.5001030131341746,0.6794618740910034,0.45537423727694065,0.3974678884803392,0.9884125293536424,0.4840872698158529,0.6479538781502324,0.5
0.6309614674381386,0.37580329701033804,0.4572114422448633,0.7222196929605874,0.10218326123849991,0.42711053890012873,0.4038810811860801,0.0,0.49972959052279176,0.6800332432993973,0.4670381098634072,0.4002066805710953,0.9881045567118786,0.46712369895916805,0.6531915218987033,0.5
0.6305429028683984,0.3774498064104099,0.46291498513911633,0.7302768278882782,0.11089844198598936,0.42745999632150067,0.41491438505842015,0.0,0.49978109708987895,0.6805304087144934,0.4702137145449473,0.4034324539104474,0.988091724518472,0.504053242594075,0.6539561414240275,0.5
0.6313307891173212,0.3792559773280645,0.4549722305055097,0.7005639120336563,0.1196263828809861,0.45328306051131134,0.42037276250230665,0.0,0.5004120525366983,0.68064913478377,0.4593296930625406,0.37867685762458664,0.9881045567118786,0.5733586869495599,0.6495672253486665,0.5
0.6310230210513358,0.38004430607112916,0.44501727262194085,0.6951669937912496,0.1277290765481249,0.42970388081662664,0.4081739687842969,0.0,0.4998390419778523,0.6798922560921313,0.45772479888850937,0.39461427385008563,0.9874757792349445,0.43895116092874326,0.6356664423782726,0.5
0.6307768065985473,0.3808825290384385,0.4473523727472132,0.6938856900811141,0.13644425729561432,0.42996137575869037,0.41037868707568875,0.0,0.49987123358228175,0.6799293579887803,0.4675271101099352,0.3973117680212304,0.988091724518472,0.5038030424339475,0.6470057499388304,0.5
0.6314046534531577,0.38156109048816506,0.4434496427976018,0.6859684132047853,0.14517219819061108,0.45282324811476915,0.40928118413768316,0.0,0.5003283543651815,0.6798106319195036,0.46255193817043794,0.3929623570656323,0.9881045567118786,0.565302241793435,0.6444060435527283,0.5
0.631503139234273,0.38160100586756074,0.4435745882701627,0.6850196365803104,0.15390013908560782,0.43985653853227885,0.3989277493419838,0.0,0.5000515065670873,0.679335727642397,0.4657643337473033,0.397529716001607,0.9881045567118786,0.46782425940752626,0.6371192194763886,0.5
0.6315770035701095,0.38130164052209314,0.4334594531964793,0.6931743807730144,0.16261531983309727,0.4395070811109067,0.39228445722166644,0.0,0.5000386299253154,0.6790834347451842,0.457597044677183,0.4034964298784003,0.988091724518472,0.502151721377102,0.6400400660631271,0.5
0.6311830604456481,0.38165090009180536,0.4358283321849731,0.6917736149773405,0.17071801350023605,0.424903439396726,0.4049300220471828,0.0,0.49979397373165085,0.6795657594016206,0.4675540514742285,0.3972334690753777,0.9874757792349445,0.463370696557246,0.6552254098360656,0.5
0.6319340145266527,0.38235939807607866,0.404521137396071,0.6881518741889416,0.17975219793540811,0.46111826374839066,0.4132438496129602,0.0,0.5003927375740406,0.679832893057493,0.44069467004215884,0.39577777708815287,0.9884125293536424,0.6016313050440355,0.6518152067531198,0.5
0.6326234149944602,0.3830978325948988,0.4053870385780043,0.6634403405252179,0.19189985836236267,0.46130218870700757,0.4154097182428298,0.0,0.5003605459696111,0.6798551541954824,0.46635530560922095,0.38195490983327335,0.9915435845449063,0.5036028823058448,0.6469751651578175,0.5
