delta_FPOGX,delta_FPOGY,delta_LPD,delta_RPD
0.0,0.0,0.0,0.0
0.000160000000000049,0.0007799999999999994,0.30152,0.08305000000000007
0.00015999999999999348,0.0007799999999999994,0.003470000000000084,-0.3484599999999993
-0.00020000000000003348,9.99999999999994e-05,-0.25778999999999996,0.05311000000000021
-0.00034000000000000696,3.0000000000002247e-05,0.35885000000000034,0.10065000000000168
-0.00040999999999996595,-0.000789999999999999,0.05362999999999829,-0.0030199999999993565
-0.00030000000000002247,-0.0006000000000000033,-0.04598999999999975,0.02376999999999896
-0.00023000000000000798,-0.0012899999999999995,-0.365829999999999,0.010200000000001097
-0.00025999999999998247,-0.0016099999999999986,0.5196499999999986,0.0144399999999969
-3.999999999998449e-05,-0.0018200000000000004,-0.575569999999999,-0.21921000000000035
-0.00026999999999999247,-0.0018499999999999992,0.3138699999999979,0.07886000000000237
-0.000270000000000048,-0.0016900000000000005,-0.11761999999999873,-0.02978000000000236
-0.0005099999999999549,-0.0015000000000000005,-0.04192000000000107,0.13785000000000025
0.00015999999999999348,-0.0006899999999999996,-0.10945999999999856,0.08841000000000321
0.00024999999999997247,0.00019999999999999966,0.31422999999999845,-0.09947000000000017
-0.00041999999999997595,0.00014000000000000037,0.05752999999999986,0.018099999999996896
0.00036999999999998145,0.0011799999999999996,-0.043659999999999144,-0.3163899999999984
0.00037000000000003697,0.0012600000000000007,-0.11773999999999774,0.008099999999998886
8.999999999997899e-05,0.0017099999999999997,-0.11453000000000202,0.032569999999999766
0.00024999999999997247,0.0003599999999999992,0.16619000000000028,-0.059499999999999886
0.00023000000000000798,2.000000000000092e-05,-0.0957100000000004,0.056570000000000675
-0.00029999999999996696,0.000619999999999999,-0.009299999999999642,-0.33133000000000123
-0.00015999999999999348,7.000000000000062e-05,-0.20019999999999882,0.27841000000000093
-0.00019000000000002348,-0.00024000000000000063,0.3424599999999991,-0.15082999999999913
0.0029699999999999727,0.025720000000000003,0.06892999999999816,0.41825000000000045
-0.003469999999999973,-0.013040000000000003,-0.3393299999999968,0.2429300000000012
-0.0016100000000000003,-0.00834,0.036309999999996734,-0.4361300000000021
0.0013500000000000179,-0.00809,-0.07957999999999998,0.050540000000001584
-0.00026999999999999247,-0.0023099999999999996,-0.10704999999999742,0.2744599999999977
-0.00018000000000001348,-0.0015199999999999997,0.4977899999999984,-0.30542999999999765
0.00021999999999999797,0.0034799999999999996,-0.46377999999999986,0.2706799999999987
-0.0007900000000000129,0.00149,0.06885000000000119,-0.39584999999999937
-0.00046000000000001595,0.0024799999999999996,0.4789999999999992,-0.03960000000000008
0.0011400000000000299,0.00040000000000000105,-0.23534000000000077,-0.04116000000000142
0.0017599999999999838,0.003089999999999999,-0.3678999999999988,0.12881000000000142
0.0013600000000000279,0.0012800000000000016,0.42642000000000024,0.2540300000000002
9.99999999995449e-06,0.00010999999999999899,-0.10276999999999958,-0.25730000000000075
8.00000000000245e-05,-0.0021100000000000008,-0.5792099999999998,-0.17782000000000053
2.999999999997449e-05,-0.0023099999999999996,0.5455799999999975,0.36746000000000123
-0.00017000000000000348,0.00015000000000000083,-0.071159999999999,-0.190059999999999
0.00024000000000001798,0.000279999999999999,-0.323599999999999,-0.20353000000000065
0.00025999999999998247,0.000700000000000001,0.5917700000000004,0.3784199999999984
-0.0010799999999999699,-0.0005900000000000002,-0.695450000000001,-0.4723299999999995
