fold,thr,acc,precision,recall,f1,n_test_files
1,0.3,0.5,0.5,1.0,0.6666666666666666,18
2,0.43999999999999995,0.6666666666666666,0.6666666666666666,1.0,0.8,18
3,0.57,0.4444444444444444,0.5555555555555556,0.45454545454545453,0.5,18
4,0.45999999999999996,0.7222222222222222,0.7058823529411765,1.0,0.8275862068965517,18
5,0.51,0.6666666666666666,0.75,0.75,0.75,18
6,0.49,0.5,0.5294117647058824,0.9,0.6666666666666666,18
