fold,acc,balanced_acc,precision,recall,f1,precision_macro,recall_macro,f1_macro,precision_c0,recall_c0,f1_c0,precision_c1,recall_c1,f1_c1
1,0.4444444444444444,0.5,0.4444444444444444,1.0,0.6153846153846154,0.2222222222222222,0.5,0.3076923076923077,0.0,0.0,0.0,0.4444444444444444,1.0,0.6153846153846154
2,0.2222222222222222,0.5,0.0,0.0,0.0,0.1111111111111111,0.5,0.18181818181818182,0.2222222222222222,1.0,0.36363636363636365,0.0,0.0,0.0
3,0.4444444444444444,0.5,0.4444444444444444,1.0,0.6153846153846154,0.2222222222222222,0.5,0.3076923076923077,0.0,0.0,0.0,0.4444444444444444,1.0,0.6153846153846154
4,0.7222222222222222,0.5,0.7222222222222222,1.0,0.8387096774193549,0.3611111111111111,0.5,0.41935483870967744,0.0,0.0,0.0,0.7222222222222222,1.0,0.8387096774193549
5,0.4444444444444444,0.4875,0.5,0.1,0.16666666666666666,0.46875,0.4875,0.375,0.4375,0.875,0.5833333333333334,0.5,0.1,0.16666666666666666
6,0.3888888888888889,0.5153846153846154,0.75,0.23076923076923078,0.35294117647058826,0.5178571428571428,0.5153846153846154,0.38699690402476783,0.2857142857142857,0.8,0.42105263157894735,0.75,0.23076923076923078,0.35294117647058826
